"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
265644639,"f","f","t","2019-06-01","N/A","N/A","N/A",1,5,NA
440957041,"f","t","t","2022-01-17","within a few hours","100%","100%",4,5,NA
488374555,"f","t","t","2022-11-19","a few days or more","0%","N/A",1,5,NA
101430405,"f","t","t","2016-10-26","N/A","N/A","N/A",8,NA,NA
417692654,"f","t","t","2021-08-09","N/A","N/A","N/A",1,5,NA
25965792,"t","t","t","2015-01-11","within an hour","100%","100%",1,5,240
498788015,"t","t","t","2023-01-30","N/A","N/A","100%",1,4.94,NA
44992001,"t","t","t","2015-09-24","N/A","N/A","100%",4,5,NA
406193264,"t","t","t","2021-06-09","within an hour","100%","100%",9,NA,134
130351126,"f","t","t","2017-05-15","N/A","N/A","N/A",1,4.96,NA
205491627,"f","t","t","2018-07-27","N/A","N/A","N/A",1,4.67,NA
3073952,"f","t","t","2012-07-27","within an hour","100%","100%",3,4.8,248
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,361
271581236,"f","t","t","2019-06-26","within a few hours","80%","54%",12,NA,220
124919670,"f","f","t","2017-04-08","N/A","N/A","0%",1,5,NA
11628598,"f","t","t","2014-01-25","N/A","N/A","N/A",1,5,NA
251875013,"f","t","t","2019-03-29","N/A","N/A","100%",1,5,120
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,454
21772781,"f","t","t","2014-09-25","N/A","N/A","N/A",2,4.95,NA
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,102
111839154,"f","t","t","2017-01-16","within an hour","100%","94%",4,NA,475
408016532,"f","t","t","2021-06-19","within a few hours","90%","97%",6,4.12,NA
306024152,"f","t","t","2019-11-01","within an hour","100%","100%",6,4.86,NA
217293060,"f","t","t","2018-09-25","N/A","N/A","N/A",3,NA,NA
496944241,"f","t","t","2023-01-19","N/A","N/A","N/A",3,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,363
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
20518729,"f","t","t","2014-08-25","N/A","N/A","N/A",2,NA,NA
59905333,"f","t","t","2016-02-22","N/A","N/A","N/A",3,NA,NA
395131057,"f","t","t","2021-04-01","within a few hours","98%","59%",48,4.7,280
103019971,"f","t","t","2016-11-08","N/A","N/A","N/A",1,5,NA
76260475,"f","t","t","2016-06-07","within a few hours","100%","100%",1,5,175
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
27181542,"f","t","t","2015-02-03","within an hour","99%","58%",61,5,172
274591718,"t","f","t","2019-07-08","within an hour","100%","100%",1,4.9,130
12484100,"f","t","t","2014-02-22","N/A","N/A","N/A",1,5,NA
454408233,"f","t","t","2022-04-15","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,368
36798066,"f","t","t","2015-06-26","N/A","N/A","N/A",1,5,NA
10572169,"f","t","t","2013-12-11","N/A","N/A","N/A",1,4.6,NA
13353200,"f","t","t","2014-03-20","within a day","100%","N/A",1,NA,172
4822956,"f","t","t","2013-01-23","N/A","N/A","N/A",1,5,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,200
441746363,"f","t","t","2022-01-23","N/A","N/A","100%",1,4.83,NA
3073952,"f","t","t","2012-07-27","within an hour","100%","100%",3,4.86,217
1192672,"f","t","t","2011-09-21","N/A","N/A","N/A",3,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,439
63935474,"f","t","t","2016-03-21","N/A","N/A","N/A",1,4.75,NA
19536409,"f","t","t","2014-08-05","N/A","N/A","N/A",1,4.98,NA
3223938,"f","t","t","2012-08-11","within an hour","99%","23%",727,NA,NA
22103146,"f","t","t","2014-10-04","N/A","N/A","N/A",2,5,NA
15031128,"f","t","t","2014-05-03","N/A","N/A","N/A",1,4.67,NA
439763939,"f","f","f","2022-01-09","N/A","N/A","N/A",2,5,NA
340681289,"f","t","t","2020-03-07","within a day","100%","N/A",1,4.69,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,538
22103146,"f","t","t","2014-10-04","N/A","N/A","N/A",2,5,NA
53862397,"f","f","t","2016-01-08","N/A","N/A","N/A",1,5,NA
128480,"f","t","t","2010-05-20","within a few hours","100%","57%",1,4.95,190
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,406
48977510,"f","t","t","2015-11-13","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,361
20170845,"f","t","t","2014-08-17","N/A","N/A","100%",1,4.87,NA
157992328,"f","t","t","2017-11-08","N/A","N/A","N/A",1,5,NA
480637402,"f","t","t","2022-09-22","N/A","N/A","N/A",6,NA,NA
17103966,"t","t","t","2014-06-22","N/A","N/A","100%",2,4.88,99
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,433
480637402,"f","t","t","2022-09-22","N/A","N/A","N/A",6,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,457
30911020,"f","t","t","2015-04-09","N/A","N/A","N/A",1,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,4.81,NA
314560315,"f","t","t","2019-12-04","N/A","N/A","N/A",2,5,NA
4330726,"f","t","t","2012-12-05","N/A","N/A","N/A",1,4.96,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,5,NA
145262656,"f","t","t","2017-08-10","N/A","N/A","N/A",1,5,NA
90710149,"f","t","t","2016-08-18","N/A","N/A","N/A",1,NA,66
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,5,NA
559446215,"f","t","t","2024-01-30","within an hour","100%","100%",10,NA,535
44992001,"t","t","t","2015-09-24","N/A","N/A","100%",4,5,NA
481432278,"t","t","t","2022-09-28","within an hour","90%","100%",2,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,361
188051537,"f","t","t","2018-05-05","within a few hours","100%","33%",1,4.93,275
135368212,"f","t","t","2017-06-16","N/A","N/A","N/A",1,5,NA
16458904,"f","t","t","2014-06-06","a few days or more","0%","N/A",1,NA,139
473166605,"f","t","t","2022-08-03","within a few hours","91%","100%",5,4.64,NA
473166605,"f","t","t","2022-08-03","within a few hours","91%","100%",5,4.89,NA
445463950,"f","f","t","2022-02-17","N/A","N/A","N/A",2,4.58,NA
430052851,"f","t","t","2021-11-02","N/A","N/A","N/A",1,4.5,NA
488152765,"f","t","t","2022-11-17","within an hour","100%","99%",5,4.64,NA
572508219,"f","t","f","2024-04-15","within a day","100%","60%",14,NA,140
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,5,466
44992001,"t","t","t","2015-09-24","N/A","N/A","100%",4,5,NA
53927342,"f","t","t","2016-01-09","N/A","N/A","N/A",2,5,NA
481967469,"t","f","t","2022-10-02","N/A","N/A","100%",4,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,5,403
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,4.93,58
210032296,"f","t","t","2018-08-16","within a day","100%","N/A",2,3.33,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,648
427350306,"f","t","t","2021-10-14","within an hour","100%","100%",1,5,111
26953965,"t","t","t","2015-01-30","within an hour","100%","99%",3,5,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,4.67,NA
563245673,"f","t","t","2024-02-21","within an hour","100%","97%",11,NA,NA
12586492,"","t","t","2014-02-25","within a few hours","100%","100%",2,4.88,130
26090217,"f","t","t","2015-01-14","N/A","N/A","75%",1,4.86,75
496944100,"f","t","t","2023-01-19","within an hour","94%","87%",604,NA,NA
440957041,"f","t","t","2022-01-17","within a few hours","100%","100%",4,5,NA
496944100,"f","t","t","2023-01-19","within an hour","94%","87%",604,NA,NA
487744769,"f","t","t","2022-11-14","within an hour","100%","100%",1,4.88,260
34861715,"f","t","t","2015-06-02","N/A","N/A","N/A",1,4.97,300
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,562
559997264,"f","t","t","2024-02-02","within an hour","100%","100%",14,5,60
566760755,"f","t","f","2024-03-12","within a day","100%","N/A",1,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,651
79402,"f","t","t","2010-02-09","N/A","N/A","N/A",1,4.39,NA
28190733,"f","t","t","2015-02-22","within a few hours","78%","43%",3,5,NA
501589992,"t","t","t","2023-02-17","a few days or more","0%","100%",2,4.98,NA
2878358,"t","t","t","2012-07-09","within an hour","100%","94%",3,4.92,NA
47800913,"f","t","t","2015-10-30","N/A","N/A","N/A",1,4.86,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,200
32601368,"f","t","t","2015-05-04","within an hour","100%","83%",1,4.75,125
481967469,"t","f","t","2022-10-02","N/A","N/A","100%",4,4.94,NA
393722976,"f","t","t","2021-03-22","N/A","N/A","N/A",1,5,NA
429095657,"f","t","t","2021-10-26","N/A","N/A","N/A",6,4,NA
230205171,"t","t","t","2018-12-11","within an hour","100%","89%",1,5,NA
4372160,"f","t","t","2012-12-10","N/A","N/A","N/A",1,5,NA
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,5,153
530032,"f","t","t","2011-04-23","N/A","N/A","N/A",1,4.97,NA
572508219,"f","t","f","2024-04-15","within a day","100%","60%",14,NA,140
4600589,"f","t","t","2013-01-05","N/A","N/A","N/A",1,NA,NA
133602911,"t","t","t","2017-06-05","within an hour","100%","93%",2,4.89,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
344891745,"t","t","t","2020-04-28","within an hour","100%","95%",1,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
715807,"f","t","t","2011-06-18","N/A","N/A","N/A",1,4.88,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
3330459,"f","t","t","2012-08-21","N/A","N/A","N/A",1,4.96,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,4.5,602
539975511,"","t","t","2023-10-02","within an hour","100%","91%",18,NA,800
77792023,"f","f","t","2016-06-14","N/A","N/A","N/A",1,4.5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,406
128625567,"f","t","t","2017-05-02","N/A","N/A","100%",1,5,NA
258200656,"t","t","t","2019-04-26","within an hour","100%","98%",2,NA,NA
449779801,"f","t","t","2022-03-15","N/A","N/A","0%",1,5,NA
523365745,"f","t","t","2023-07-02","N/A","N/A","N/A",2,5,NA
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,5,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,200
67062142,"f","t","t","2016-04-13","N/A","N/A","N/A",3,NA,NA
67062142,"f","t","t","2016-04-13","N/A","N/A","N/A",3,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,3,361
563245673,"f","t","t","2024-02-21","within an hour","100%","97%",11,NA,NA
67730849,"t","t","t","2016-04-18","within a few hours","100%","93%",1,5,152
86924880,"f","t","t","2016-07-30","within a few hours","100%","77%",5,5,NA
77779959,"f","t","t","2016-06-14","within an hour","100%","100%",2,5,118
441345245,"f","t","t","2022-01-20","within an hour","100%","100%",6,NA,NA
517427494,"f","t","t","2023-05-30","N/A","N/A","N/A",1,5,NA
563245673,"f","t","t","2024-02-21","within an hour","100%","97%",11,NA,NA
117932348,"t","t","t","2017-02-24","within an hour","100%","100%",4,NA,845
525998689,"f","t","t","2023-07-16","within an hour","100%","100%",6,4.5,561
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,5,NA
326150,"f","t","t","2010-12-24","N/A","N/A","N/A",1,5,NA
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,350
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,5,343
2682735,"f","t","t","2012-06-19","N/A","N/A","N/A",1,4.91,NA
541249683,"f","t","f","2023-10-10","N/A","N/A","N/A",1,NA,NA
2919467,"f","t","t","2012-07-12","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,396
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,454
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,378
74857,"f","t","t","2010-01-29","a few days or more","0%","0%",1,4.68,NA
73824585,"f","t","t","2016-05-24","N/A","N/A","N/A",1,NA,NA
139329404,"f","t","t","2017-07-08","N/A","N/A","N/A",1,4.75,NA
85506502,"f","t","t","2016-07-23","N/A","N/A","N/A",1,5,NA
99212,"f","t","t","2010-03-26","N/A","N/A","N/A",1,5,NA
3073952,"f","t","t","2012-07-27","within an hour","100%","100%",3,NA,132
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,337
4224309,"f","f","t","2012-11-23","N/A","N/A","N/A",1,5,NA
518713594,"f","t","t","2023-06-07","within an hour","100%","100%",2,4.93,456
20223894,"t","t","t","2014-08-18","N/A","N/A","100%",1,5,110
3211428,"t","t","t","2012-08-09","within a few hours","100%","100%",1,5,205
523365745,"f","t","t","2023-07-02","N/A","N/A","N/A",2,5,NA
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,NA,200
3894475,"f","t","t","2012-10-16","within an hour","100%","75%",4,5,NA
30193,"f","t","t","2009-08-06","a few days or more","40%","0%",1,5,175
287392790,"f","t","t","2019-08-20","N/A","N/A","N/A",1,5,NA
506474391,"t","t","t","2023-03-21","N/A","N/A","100%",1,5,NA
547413854,"t","t","t","2023-11-20","within an hour","100%","92%",10,4.76,381
153925237,"f","t","t","2017-10-09","N/A","N/A","0%",1,5,91
35065193,"f","f","t","2015-06-05","a few days or more","0%","0%",1,NA,129
6230673,"f","t","t","2013-05-05","N/A","N/A","N/A",1,5,NA
98341498,"t","t","t","2016-10-06","within a few hours","100%","87%",1,4.97,206
530348929,"","t","f","2023-08-06","within an hour","100%","100%",13,4.75,NA
20557884,"t","t","t","2014-08-26","N/A","N/A","N/A",1,4.99,185
197053492,"t","t","t","2018-06-21","within an hour","98%","100%",8,4.98,919
394333688,"f","t","t","2021-03-26","a few days or more","0%","N/A",1,NA,NA
1380060,"f","t","t","2011-11-07","N/A","N/A","100%",1,4.95,NA
547413854,"t","t","t","2023-11-20","within an hour","100%","92%",10,NA,NA
477592441,"t","t","t","2022-08-31","within an hour","100%","99%",4,4.93,NA
290279825,"f","t","t","2019-08-30","N/A","N/A","100%",5,NA,NA
4922378,"f","t","t","2013-01-31","N/A","N/A","N/A",1,4.83,275
262320337,"f","t","t","2019-05-16","within an hour","71%","100%",1,4.77,50
141615596,"t","t","t","2017-07-20","within an hour","100%","100%",2,4.68,50
284096962,"f","t","t","2019-08-08","N/A","N/A","N/A",1,NA,NA
1021834,"f","t","t","2011-08-25","N/A","N/A","N/A",1,NA,NA
488939236,"f","t","t","2022-11-24","within an hour","100%","69%",115,NA,NA
544940336,"f","t","t","2023-11-04","within an hour","100%","99%",3,4.67,227
495011202,"f","t","t","2023-01-08","within an hour","100%","N/A",1,NA,NA
27181542,"f","t","t","2015-02-03","within an hour","99%","58%",61,NA,169
9328763,"f","t","t","2013-10-09","within a day","80%","28%",34,NA,479
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,NA
562058697,"f","t","t","2024-02-14","within a few hours","100%","40%",17,NA,299
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
48958589,"f","t","t","2015-11-13","within a few hours","100%","33%",1,2,NA
519237044,"f","t","t","2023-06-10","within a day","100%","100%",1,5,195
496944100,"f","t","t","2023-01-19","within an hour","94%","87%",604,NA,NA
429095657,"f","t","t","2021-10-26","N/A","N/A","N/A",6,NA,NA
429095657,"f","t","t","2021-10-26","N/A","N/A","N/A",6,5,NA
67336825,"f","f","t","2016-04-15","N/A","N/A","N/A",1,5,NA
278925199,"t","t","t","2019-07-24","within an hour","96%","42%",41,NA,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,329
111839154,"f","t","t","2017-01-16","within an hour","100%","94%",4,NA,550
319061072,"f","t","t","2019-12-19","within a few hours","100%","100%",3,4.4,NA
407304997,"f","t","t","2021-06-15","within a few hours","80%","100%",24,NA,320
3737582,"f","t","t","2012-10-02","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,649
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,402
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,92
168576240,"t","t","t","2018-01-18","within an hour","100%","99%",2,5,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
9864136,"f","t","t","2013-11-07","within a day","69%","50%",21,4.33,50
4036685,"t","t","t","2012-11-01","within an hour","100%","100%",1,4.96,NA
219521175,"f","f","t","2018-10-08","N/A","N/A","N/A",3,NA,NA
5959653,"f","t","t","2013-04-16","N/A","N/A","N/A",1,5,NA
16357115,"f","t","t","2014-06-04","N/A","N/A","100%",1,4.64,NA
501589992,"t","t","t","2023-02-17","a few days or more","0%","100%",2,4.98,NA
36234811,"t","t","t","2015-06-19","within an hour","100%","100%",4,4.81,112
511762352,"f","t","t","2023-04-25","N/A","N/A","N/A",1,4.38,NA
29574418,"f","t","t","2015-03-18","N/A","N/A","N/A",1,4.9,NA
408430961,"f","f","t","2021-06-21","N/A","N/A","N/A",1,NA,104
225596165,"f","t","t","2018-11-13","N/A","N/A","N/A",1,5,NA
23566374,"f","t","t","2014-11-10","within a day","83%","94%",1,4.83,499
1965783,"f","t","t","2012-03-18","N/A","N/A","N/A",1,5,NA
11494661,"f","t","t","2014-01-20","N/A","N/A","N/A",1,4.9,NA
331801628,"f","t","t","2020-01-29","N/A","N/A","100%",1,NA,NA
206217143,"f","t","t","2018-07-30","N/A","N/A","N/A",1,NA,NA
27181542,"f","t","t","2015-02-03","within an hour","99%","58%",61,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,5,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
274792241,"f","t","t","2019-07-09","N/A","N/A","N/A",2,5,NA
162153544,"f","t","t","2017-12-10","N/A","N/A","N/A",1,4.82,NA
11135038,"t","t","t","2014-01-08","within an hour","100%","99%",19,4.83,759
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,715
1368637,"t","t","t","2011-11-04","N/A","N/A","N/A",2,4.94,NA
141527490,"f","f","t","2017-07-20","N/A","N/A","N/A",1,NA,NA
209553776,"f","t","t","2018-08-14","within a day","100%","N/A",1,NA,NA
692628,"f","t","t","2011-06-12","within a day","100%","67%",1,5,NA
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,NA
1587234,"f","t","t","2012-01-09","N/A","N/A","N/A",1,4.74,240
33449936,"f","t","t","2015-05-15","N/A","N/A","N/A",1,NA,NA
20820856,"f","t","t","2014-09-01","N/A","N/A","N/A",1,5,NA
2270166,"f","f","t","2012-05-01","N/A","N/A","N/A",1,NA,NA
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
26529661,"f","f","t","2015-01-22","N/A","N/A","N/A",1,NA,NA
2044302,"f","t","t","2012-03-31","N/A","N/A","N/A",1,NA,NA
8730513,"f","t","t","2013-09-09","N/A","N/A","N/A",1,5,NA
48866651,"f","t","t","2015-11-12","within a day","80%","21%",7,3.75,100
470859718,"f","t","t","2022-07-21","within an hour","100%","99%",17,4.63,308
22335925,"f","t","t","2014-10-09","within a few hours","95%","12%",3,5,190
195000564,"f","t","t","2018-06-11","N/A","N/A","N/A",2,NA,NA
23083111,"f","t","t","2014-10-28","N/A","N/A","N/A",1,4.8,NA
3053987,"f","t","t","2012-07-25","N/A","N/A","N/A",2,4.66,NA
49820034,"f","t","t","2015-11-24","a few days or more","40%","0%",4,NA,285
3977023,"f","t","t","2012-10-25","N/A","N/A","N/A",2,0,NA
532268413,"f","t","t","2023-08-16","N/A","N/A","100%",1,5,NA
